2020-12-22 19:26:30.106 +00:00 [VRB] Started SANS Holiday Hack, December 2020
2020-12-22 19:26:30.124 +00:00 [VRB] Using CTF runner 0.1.0-alpha.18
2020-12-22 19:26:30.126 +00:00 [VRB] Running challange S3
2020-12-22 19:46:25.099 +00:00 [INF] Bucket found: hipaa
2020-12-22 19:46:28.200 +00:00 [INF] Bucket found: mason
2020-12-22 19:46:29.284 +00:00 [INF] Bucket found: rss2email
2020-12-22 19:46:31.633 +00:00 [INF] Bucket found: waimages
2020-12-22 19:46:36.066 +00:00 [INF] Bucket found: kcc
2020-12-22 19:46:36.887 +00:00 [INF] Bucket found: bypass
2020-12-22 19:46:40.752 +00:00 [INF] Bucket found: exploit
2020-12-22 19:46:41.720 +00:00 [INF] Bucket found: linux-os
2020-12-22 19:46:42.277 +00:00 [INF] Bucket found: proxybuster
2020-12-22 19:46:51.769 +00:00 [INF] Bucket found: screen-capture
2020-12-22 19:46:57.332 +00:00 [INF] Bucket found: presskit
2020-12-22 19:47:10.737 +00:00 [INF] Bucket found: otw
2020-12-22 19:47:11.719 +00:00 [INF] Bucket found: burningman
2020-12-22 19:47:12.517 +00:00 [INF] Bucket found: arp
2020-12-22 19:47:14.044 +00:00 [INF] Bucket found: 320
2020-12-22 19:47:27.068 +00:00 [INF] Bucket found: mmedia
2020-12-22 19:47:27.130 +00:00 [INF] Bucket found: rsa
2020-12-22 19:47:30.790 +00:00 [INF] Bucket found: certifications
2020-12-22 19:47:32.008 +00:00 [INF] Bucket found: slide
2020-12-22 19:47:38.746 +00:00 [INF] Bucket found: heartland
2020-12-22 19:47:43.634 +00:00 [DBG] Sleeping for 54 seconds. Next bed time in 1697 words
2020-12-22 19:47:43.897 +00:00 [INF] Bucket found: businesslicense
2020-12-22 19:47:46.155 +00:00 [INF] Bucket found: ex01
2020-12-22 19:47:48.314 +00:00 [INF] Bucket found: 403
2020-12-22 19:47:50.969 +00:00 [INF] Bucket found: stools
2020-12-22 19:47:53.596 +00:00 [INF] Bucket found: plist
2020-12-22 19:47:54.330 +00:00 [INF] Bucket found: forum1
2020-12-22 19:47:54.923 +00:00 [DBG] Sleeping for 30 seconds. Next bed time in 1646 words
2020-12-22 19:47:55.218 +00:00 [INF] Bucket found: edmonds
2020-12-22 19:47:55.876 +00:00 [INF] Bucket found: ping
2020-12-22 19:48:00.726 +00:00 [INF] Bucket found: wpp
2020-12-22 19:48:02.075 +00:00 [INF] Bucket found: twm
2020-12-22 19:48:06.068 +00:00 [INF] Bucket found: cargo
2020-12-22 19:48:10.777 +00:00 [INF] Bucket found: wwp2
2020-12-22 19:48:12.079 +00:00 [INF] Bucket found: nis
2020-12-22 19:48:15.348 +00:00 [INF] Bucket found: efs
2020-12-22 19:48:16.809 +00:00 [INF] Bucket found: itw
2020-12-22 19:48:20.837 +00:00 [INF] Bucket found: poi
2020-12-22 19:48:24.702 +00:00 [INF] Bucket found: evaluation
2020-12-22 19:48:29.954 +00:00 [INF] Bucket found: programy
2020-12-22 19:48:31.378 +00:00 [DBG] Sleeping for 51 seconds. Next bed time in 1257 words
2020-12-22 19:48:33.562 +00:00 [INF] Bucket found: csc
2020-12-22 19:48:35.458 +00:00 [INF] Bucket found: screensaver
2020-12-22 19:48:37.684 +00:00 [INF] Bucket found: orientation
2020-12-22 19:48:38.357 +00:00 [INF] Bucket found: pict
2020-12-22 19:48:43.434 +00:00 [INF] Bucket found: timing
2020-12-22 19:48:43.850 +00:00 [INF] Bucket found: softwar
2020-12-22 19:48:44.677 +00:00 [INF] Bucket found: mac-osx
2020-12-22 19:48:46.166 +00:00 [INF] Bucket found: technews
2020-12-22 19:48:47.481 +00:00 [INF] Bucket found: mwi
2020-12-22 19:48:48.177 +00:00 [INF] Bucket found: seminar
2020-12-22 19:48:48.249 +00:00 [INF] Bucket found: resource_files
2020-12-22 19:48:49.613 +00:00 [INF] Bucket found: fcw
2020-12-22 19:48:49.629 +00:00 [INF] Bucket found: dpi
2020-12-22 19:48:53.911 +00:00 [INF] Bucket found: concepts
2020-12-22 19:48:54.272 +00:00 [DBG] Sleeping for 53 seconds. Next bed time in 1534 words
2020-12-22 19:48:55.369 +00:00 [INF] Bucket found: smo
2020-12-22 19:48:58.246 +00:00 [INF] Bucket found: sapphire
2020-12-22 19:48:58.538 +00:00 [INF] Bucket found: ndu
2020-12-22 19:49:01.101 +00:00 [INF] Bucket found: chiefs
2020-12-22 19:49:04.595 +00:00 [INF] Bucket found: freedomwire
2020-12-22 19:49:13.408 +00:00 [INF] Bucket found: clickit
2020-12-22 19:49:17.464 +00:00 [INF] Bucket found: exports
2020-12-22 19:49:19.020 +00:00 [INF] Bucket found: liaison
2020-12-22 19:49:20.631 +00:00 [DBG] Sleeping for 55 seconds. Next bed time in 1423 words
2020-12-22 19:49:21.973 +00:00 [INF] Bucket found: scp
2020-12-22 19:49:24.043 +00:00 [INF] Bucket found: cabinets
2020-12-22 19:49:24.192 +00:00 [INF] Bucket found: new-orleans
2020-12-22 19:49:27.669 +00:00 [INF] Bucket found: utah
2020-12-22 19:49:27.832 +00:00 [INF] Bucket found: column5
2020-12-22 19:49:28.195 +00:00 [INF] Bucket found: ida
2020-12-22 19:49:28.859 +00:00 [INF] Bucket found: link-exchange
2020-12-22 19:49:29.082 +00:00 [INF] Bucket found: eap
2020-12-22 19:49:32.729 +00:00 [INF] Bucket found: santa-clara-county
2020-12-22 19:49:36.529 +00:00 [INF] Bucket found: kansas
2020-12-22 19:49:39.637 +00:00 [INF] Bucket found: productimages
2020-12-22 19:49:42.387 +00:00 [INF] Bucket found: coverimages
2020-12-22 19:49:47.803 +00:00 [INF] Bucket found: laws
2020-12-22 19:49:48.161 +00:00 [INF] Bucket found: recursos
2020-12-22 19:49:49.081 +00:00 [INF] Bucket found: ftc
2020-12-22 19:49:55.451 +00:00 [INF] Bucket found: piehole
2020-12-22 19:49:57.131 +00:00 [INF] Bucket found: mswanson
2020-12-22 19:49:57.218 +00:00 [INF] Bucket found: camcorders
2020-12-22 19:50:09.375 +00:00 [INF] Bucket found: kitchen
2020-12-22 19:50:10.169 +00:00 [INF] Bucket found: itri
2020-12-22 19:50:14.621 +00:00 [INF] Bucket found: strollers
2020-12-22 19:50:16.619 +00:00 [INF] Bucket found: 7256
2020-12-22 19:50:17.993 +00:00 [INF] Bucket found: atwork
2020-12-22 19:50:21.352 +00:00 [INF] Bucket found: shareit
2020-12-22 19:50:24.001 +00:00 [INF] Bucket found: poe
2020-12-22 19:50:29.312 +00:00 [INF] Bucket found: cnbc
2020-12-22 19:50:32.088 +00:00 [INF] Bucket found: lans
2020-12-22 19:50:38.247 +00:00 [INF] Bucket found: bel
2020-12-22 19:50:42.263 +00:00 [DBG] Sleeping for 54 seconds. Next bed time in 2000 words
2020-12-22 19:51:06.146 +00:00 [INF] Bucket found: nea
2020-12-22 19:51:07.872 +00:00 [INF] Bucket found: senator
2020-12-22 19:51:13.192 +00:00 [INF] Bucket found: nieuws
2020-12-22 19:51:16.753 +00:00 [INF] Bucket found: award
2020-12-22 19:51:18.418 +00:00 [INF] Bucket found: winners
2020-12-22 19:51:18.952 +00:00 [INF] Bucket found: envision
2020-12-22 19:51:20.028 +00:00 [INF] Bucket found: annual-report
2020-12-22 19:51:21.432 +00:00 [INF] Bucket found: 0305
2020-12-22 19:51:21.736 +00:00 [INF] Bucket found: gator
2020-12-22 19:51:24.273 +00:00 [INF] Bucket found: v12
2020-12-22 19:51:27.820 +00:00 [INF] Bucket found: mgs
2020-12-22 19:51:28.023 +00:00 [INF] Bucket found: mags
2020-12-22 19:51:31.401 +00:00 [INF] Bucket found: cwc
2020-12-22 19:51:33.840 +00:00 [DBG] Sleeping for 52 seconds. Next bed time in 1873 words
2020-12-22 19:51:38.344 +00:00 [INF] Bucket found: past
2020-12-22 19:51:43.356 +00:00 [INF] Bucket found: writeon
2020-12-22 19:51:45.115 +00:00 [INF] Bucket found: metrics
2020-12-22 19:51:53.264 +00:00 [INF] Bucket found: ilm
2020-12-22 19:52:03.095 +00:00 [INF] Bucket found: webpassword
2020-12-22 19:52:15.416 +00:00 [INF] Bucket found: rnp
2020-12-22 19:52:15.712 +00:00 [INF] Bucket found: globaltrade
2020-12-22 19:52:15.798 +00:00 [INF] Bucket found: point-of-sale
2020-12-22 19:52:17.811 +00:00 [INF] Bucket found: mops
2020-12-22 19:52:18.078 +00:00 [INF] Bucket found: portada
2020-12-22 19:52:22.048 +00:00 [INF] Bucket found: gwm
2020-12-22 19:52:25.114 +00:00 [INF] Bucket found: cmo
2020-12-22 19:52:25.726 +00:00 [INF] Bucket found: webpublishing
2020-12-22 19:52:26.682 +00:00 [INF] Bucket found: case-studies
2020-12-22 19:52:29.480 +00:00 [INF] Bucket found: inside-the-box
2020-12-22 19:52:35.235 +00:00 [INF] Bucket found: rewards
2020-12-22 19:52:41.478 +00:00 [DBG] Sleeping for 56 seconds. Next bed time in 2004 words
2020-12-22 19:52:43.278 +00:00 [INF] Bucket found: snes
2020-12-22 19:52:44.455 +00:00 [INF] Bucket found: zztop
2020-12-22 19:52:45.094 +00:00 [INF] Bucket found: 527
2020-12-22 19:52:50.635 +00:00 [INF] Bucket found: mariah
2020-12-22 19:52:51.805 +00:00 [INF] Bucket found: tina
2020-12-22 19:52:54.102 +00:00 [INF] Bucket found: mighty
2020-12-22 19:52:54.290 +00:00 [INF] Bucket found: post2
2020-12-22 19:53:02.481 +00:00 [DBG] Sleeping for 57 seconds. Next bed time in 1891 words
2020-12-22 19:53:04.049 +00:00 [INF] Bucket found: pirates
2020-12-22 19:53:11.296 +00:00 [INF] Bucket found: membres
2020-12-22 19:53:16.730 +00:00 [INF] Bucket found: inquiry
2020-12-22 19:53:18.793 +00:00 [INF] Bucket found: rampart
2020-12-22 19:53:19.998 +00:00 [INF] Bucket found: abc
2020-12-22 19:53:20.962 +00:00 [INF] Bucket found: ips
2020-12-22 19:53:30.006 +00:00 [INF] Bucket found: providers
2020-12-22 19:53:30.599 +00:00 [INF] Bucket found: pci
2020-12-22 19:53:32.525 +00:00 [INF] Bucket found: ppa
2020-12-22 19:53:33.182 +00:00 [INF] Bucket found: protest
2020-12-22 19:53:33.628 +00:00 [INF] Bucket found: dykim
2020-12-22 19:53:36.493 +00:00 [INF] Bucket found: netizen
2020-12-22 19:53:40.264 +00:00 [INF] Bucket found: subrosa
2020-12-22 19:53:41.334 +00:00 [INF] Bucket found: cipa
2020-12-22 19:53:44.018 +00:00 [INF] Bucket found: jeopardy
2020-12-22 19:53:47.627 +00:00 [INF] Bucket found: 1504
2020-12-22 19:53:53.655 +00:00 [INF] Bucket found: 714
2020-12-22 19:53:53.778 +00:00 [INF] Bucket found: 2711
2020-12-22 19:54:03.057 +00:00 [INF] Bucket found: 5258
2020-12-22 19:54:05.934 +00:00 [INF] Bucket found: 5892
2020-12-22 19:54:06.474 +00:00 [INF] Bucket found: 5742
2020-12-22 19:54:08.305 +00:00 [INF] Bucket found: 5380
2020-12-22 19:54:11.252 +00:00 [INF] Bucket found: 5707
2020-12-22 19:54:13.465 +00:00 [INF] Bucket found: 2125
2020-12-22 19:54:20.162 +00:00 [INF] Bucket found: 1952
2020-12-22 19:54:21.284 +00:00 [DBG] Sleeping for 39 seconds. Next bed time in 1270 words
2020-12-22 19:54:27.345 +00:00 [INF] Bucket found: 3296
2020-12-22 19:54:27.969 +00:00 [INF] Bucket found: 6019
2020-12-22 19:54:30.332 +00:00 [INF] Bucket found: 5873
2020-12-22 19:54:31.061 +00:00 [INF] Bucket found: 2110
2020-12-22 19:54:31.759 +00:00 [INF] Bucket found: 5087
2020-12-22 19:54:33.959 +00:00 [DBG] Sleeping for 45 seconds. Next bed time in 1530 words
2020-12-22 19:54:40.597 +00:00 [INF] Bucket found: 3738
2020-12-22 19:54:41.563 +00:00 [INF] Bucket found: 4583
2020-12-22 19:54:43.133 +00:00 [DBG] Sleeping for 57 seconds. Next bed time in 1699 words
2020-12-22 19:54:43.995 +00:00 [INF] Bucket found: 2009
2020-12-22 19:54:48.811 +00:00 [INF] Bucket found: 2899
2020-12-22 19:54:51.930 +00:00 [INF] Bucket found: 4088
2020-12-22 19:54:53.809 +00:00 [INF] Bucket found: 2859
2020-12-22 19:54:54.065 +00:00 [INF] Bucket found: 4510
2020-12-22 19:54:58.930 +00:00 [INF] Bucket found: 455
2020-12-22 19:55:00.417 +00:00 [INF] Bucket found: 5281
2020-12-22 19:55:03.653 +00:00 [INF] Bucket found: 4027
2020-12-22 19:55:05.442 +00:00 [INF] Bucket found: 3419
2020-12-22 19:55:05.787 +00:00 [INF] Bucket found: 502
2020-12-22 19:55:06.307 +00:00 [INF] Bucket found: 4371
2020-12-22 19:55:08.926 +00:00 [INF] Bucket found: 1776
2020-12-22 19:55:15.922 +00:00 [INF] Bucket found: 3531
2020-12-22 19:55:18.382 +00:00 [INF] Bucket found: 6022
2020-12-22 19:55:20.745 +00:00 [DBG] Sleeping for 32 seconds. Next bed time in 1690 words
2020-12-22 19:55:22.964 +00:00 [INF] Bucket found: 3968
2020-12-22 19:55:28.426 +00:00 [INF] Bucket found: 4311
2020-12-22 19:55:30.322 +00:00 [INF] Bucket found: 2983
2020-12-22 19:55:33.847 +00:00 [INF] Bucket found: 4796
2020-12-22 19:56:13.930 +00:00 [DBG] Sleeping for 35 seconds. Next bed time in 2023 words
2020-12-22 19:57:19.107 +00:00 [DBG] Sleeping for 30 seconds. Next bed time in 1512 words
2020-12-22 19:58:14.994 +00:00 [DBG] Sleeping for 47 seconds. Next bed time in 1449 words
